venue_id,name,brand,description,color,is_available
1,VIRGIN PEACH,DarkSide,"Нежный сладкий персик, мягкий фруктовый вкус",#FFCC80,FALSE
1,VIRGIN PEACH 2.0,DarkSide,Обновлённый персик: более яркий и сочный вкус персика,#FFCC80,FALSE
1,WAFFLE SHUFFLE,DarkSide,Лимонные вафли: хрустящие вафли с лимоном и сливочным кремом,#FFE066,FALSE
1,WILD FOREST,DarkSide,"Лесные ягоды: черника, малина, смородина, насыщенный ягодный микс",#C2185B,FALSE
1,WILDBERRY,DarkSide,"Ягодный микс, ассорти лесных ягод",#C2185B,FALSE
1,Apple Drops,MustHave,Сладкие карамельные яблочные леденцы,#C68E17,FALSE
1,Baikal,MustHave,"Травяной напиток с хвойной нотой, напоминает байкал",#8BC34A,FALSE
1,Banana Mama,MustHave,Сладкий спелый южный банан,#FFE082,FALSE
1,Barberry Candy,MustHave,Ностальгические барбарисовые конфеты из детства,#C62828,FALSE
1,Berry Holls,MustHave,Лесные ягоды с прохладным эвкалиптовым холодком,#C2185B,FALSE
1,Black Currant,MustHave,Яркая сочная чёрная смородина с лёгкой кислинкой,#2E1A47,FALSE
1,Blackberry,MustHave,Сладкая спелая ежевика с лёгкой винной ноткой,#4A235A,FALSE
1,Blueberry,MustHave,"Черника в сливочном йогурте, мягкий ягодный десерт",#3F51B5,FALSE
1,Candy Cow,MustHave,"Сливочная карамель, напоминающая ириски",#6A1B9A,FALSE
1,Caribbean rum,MustHave,Ромовый напиток: сладкий тёмный ром с лёгкой пряностью,#8BC34A,FALSE
1,Cherry-Cola,MustHave,Колa с миксом кислой дикой и сладкой садовой вишни,#8B1E3F,FALSE
1,Choco-Mint,MustHave,Тёмный шоколад с охлаждающим мятным кремом,#4E342E,FALSE
1,Christmas Drink,MustHave,"Лёгкий игристый вкус шампанского, новогодний напиток",#8BC34A,FALSE
1,Cinnamon,MustHave,"Тёплая сладко-пряная корица, бархатистая пряность",#8D6E63,FALSE
1,Coconut Shake,MustHave,"Сладкий кокосовый шейк, сливочный тропический коктейль",#6A1B9A,FALSE
1,Cookie,MustHave,Хрустящее шоколадное песочное печенье со сливочной начинкой,#4E342E,FALSE
1,Cola,MustHave,Классический сладкий вкус газированной колы,#FFF176,FALSE
1,Cranberry,MustHave,Терпкая северная клюква с яркой кислинкой,#B71C1C,FALSE
1,Cucunade,MustHave,Огуречный лимонад с лимоном и листьями мяты,#FFE066,FALSE
1,Estragon,MustHave,Напиток «Тархун» — сладкая газировка с эстрагоном,#66BB6A,FALSE
1,Feijoa,MustHave,Терпкая спелая фейхоа с зелёной экзотической нотой,#4CAF50,FALSE
1,Fizzy Dizzy,MustHave,"Игристый напиток с барбарисом, шипучий кисло-сладкий лимонад",#C62828,FALSE
1,Forest Berries,MustHave,Бархатный микс лесных ягод с акцентом на ежевику,#C2185B,FALSE
1,Frosty,MustHave,"Сильный бодрящий ментоловый холодок, «морозный воздух»",#81D4FA,FALSE
1,Grapefruit,MustHave,Кисло-сладкий микс розового и оранжевого грейпфрута,#FF6F61,FALSE
1,Honey Holls,MustHave,"Холодок с густым сладким мёдом, медовые леденцы зимой",#FFCA28,FALSE
1,Ice cream,MustHave,Нежный сливочный пломбир с мягким молочным послевкусием,#6A1B9A,FALSE
1,Ice Mint,MustHave,Мятная жвачка с мощным охлаждающим эффектом,#4DD0E1,FALSE
1,Kiwi Smoothie,MustHave,Кисло-сладкий киви-коктейль с мятой и яблочным соком,#66BB6A,FALSE
1,Lemon Pie,MustHave,Тёплый домашний лимонный пирог с цитрусовой кислинкой,#FFE066,FALSE
1,Lemon-Lime,MustHave,Сочный цитрусовый микс лимона и лайма,#FFE066,FALSE
1,Mad Pear,MustHave,Сладкий насыщенный грушевый нектар,#C9E265,FALSE
1,Mango Sling,MustHave,Лимонад из тайского манго со специями и мятой,#FFE066,FALSE
1,Marula,MustHave,Сладкий сложный вкус африканского фрукта марула,#8BC34A,FALSE
1,Masala Tea,MustHave,Сладкий пряный индийский чай масала со специями,#8D6E63,FALSE
1,Melonade,MustHave,"Лимонад из арбузного сока, спелой дыни и барбариса",#FFE066,FALSE
1,Milky Rice,MustHave,Ностальгическая сладкая молочная рисовая каша,#8BC34A,FALSE
1,Morocco,MustHave,Тёплый марокканский цитрусовый чай со специями,#8D6E63,FALSE
1,Mulled Wine,MustHave,Глинтвейн: тёплое красное вино с пряностями и фруктами,#8BC34A,FALSE
1,Nord Star,MustHave,Кисло-сладкая сочная вишня сорта,#8B1E3F,FALSE
1,Orange Team,MustHave,Натуральный микс апельсина и мандарина,#FFA500,FALSE
1,Paradise,MustHave,"Банан в карамели с кокосовой стружкой, десертный тропик",#FFE082,FALSE
1,Peppermint,MustHave,Глубокая сладкая перечная мята с долгим ментоловым хвостом,#4DD0E1,FALSE
1,Pineapple Rings,MustHave,Сочные сладкие ананасовые колечки в собственном соке,#FFD54F,FALSE
1,Pinkman,MustHave,Розовый грейпфрут и клубника с малиновым сиропом,#FF6F61,FALSE
1,Pistachio,MustHave,"Спелая слегка обжаренная фисташка, ореховый десерт",#8BC34A,FALSE
1,Pistachio Cake,MustHave,"Фисташковый пирог с малиной, сливочно-ягодный десерт",#E0B589,FALSE
1,Quince,MustHave,Сладкая терпкая айва с лёгким анисовым оттенком,#8BC34A,FALSE
1,Raspberry,MustHave,Натуральное сладкое домашнее малиновое варенье,#E53935,FALSE
1,Red Bomb,MustHave,"Южный гранат: терпкий, сочный, с лёгкой горчинкой",#C62828,FALSE
1,Rocketman,MustHave,Клубничная содовая с дольками киви и грейпфрута,#66BB6A,FALSE
1,Ruby Grape,MustHave,Свежий коктейль с преобладанием рубинового винограда,#7E57C2,FALSE
1,Sea Buckthorn Tea,MustHave,Облепиховый чай с нотами грейпфрута и имбиря,#8D6E63,FALSE
1,Space Flavour,MustHave,"Манго, маракуйя и личи с лепестками роз и лёгким холодком",#FFC107,FALSE
1,Strawberry-Lychee,MustHave,"Спелая лесная земляника и экзотический личи, бархатный микс",#F8BBD0,FALSE
1,Sweet Melon,MustHave,Сочная мускусная спелая дыня,#DCE775,FALSE
1,Sweet Peach,MustHave,Насыщенный вкус сладкого сочного персика,#FFCC80,FALSE
1,Tropic Juice,MustHave,Насыщенный тропический сок ананаса и маракуйи,#FFD54F,FALSE
1,Vanilla cream,MustHave,"Мягкий сладкий ванильный крем, десертная база",#F5E6CC,FALSE
1,Unicorn Treats,MustHave,"Кукурузные палочки с безе и маршмеллоу, сливочный сладкий микс",#6A1B9A,FALSE
1,Watermelon,MustHave,"Бахчевой арбуз: спелый, сочный, в меру сладкий",#66BB6A,FALSE
1,Gooseberry,MustHave,Спелые ягоды крыжовника с вязкостью и яркой кислинкой,#C2185B,FALSE
1,Araram,MustHave,"Арбуз, виноград и чернослив с освежающей мятой",#66BB6A,FALSE
1,Burley Base,MustHave,Чистый табачный вкус бленда Burley без ароматизатора,#8BC34A,FALSE
1,Maple pecan,MustHave,"Тёплый десерт: слоёное тесто, кленовый сироп и орех пекан",#8BC34A,FALSE
1,Charlotte pie,MustHave,Горячий яблочный пирог-шарлотка с карамельной начинкой,#E0B589,FALSE
1,Mandarin,MustHave,"Сладкий спелый мандарин, новогодний цитрус",#FFA726,FALSE
1,Citrus Spritz,MustHave,"Лёгкий цитрусовый коктейль с содовой, искристый и освежающий",#FFD166,FALSE
1,Holland Pie,MustHave,Голландский пирог: сладкое тесто и тёплая фруктовая начинка,#E0B589,FALSE
1,Jumango,MustHave,"Манго, мёд и малина в мягком тропическом миксе",#FFC107,FALSE
1,Green Fizz,MustHave,"Кактус, киви и абсент, кислый травянистый лимонад",#8BC34A,FALSE
1,Strawberry,MustHave,"Натуральная спелая клубника, сочный ягодный вкус",#FF4F79,FALSE
1,Berry Mors,MustHave,Домашний ягодный морс из лесных и садовых ягод,#C2185B,FALSE
1,Milk Oolong,MustHave,"Сладковатый молочный улун, мягкий сливочный чай",#6A1B9A,FALSE
1,Alova,MustHave,"Гуава и алоэ, свежий тропический микс с зелёной нотой",#43A047,FALSE
1,Prosecco,MustHave,"Лёгкое игристое белое вино, свежий винный профиль",#8BC34A,FALSE
1,Lemongrass,MustHave,"Лемонграсс и лайм, цитрусово-травяной освежающий вкус",#C7F000,FALSE
1,Elderberry,MustHave,Сладкая тёмная бузина с лёгкой кислинкой,#8BC34A,FALSE
1,Musthave x Cocoloco,MustHave,"Кокосовый мильфей с ягодами, сливочный десерт",#C2185B,FALSE
1,Cacao,MustHave,Какао-напиток в стиле классического горячего шоколада,#5D4037,FALSE
1,Cinnamon roll,MustHave,Сладкая булочка-улитка с корицей и сливочной глазурью,#E0B589,FALSE
1,Cream Soda,MustHave,Сливочная газировка крем-сода с ванильной сладостью,#6A1B9A,FALSE
1,Guanapapa,MustHave,Экзотический сливочный микс гуанабаны и нежной папайи,#6A1B9A,FALSE
1,Red Tea,MustHave,"Терпкий красный фруктовый чай, напоминающий каркаде",#8D6E63,FALSE
1,Sour Citrus,MustHave,Кислый цитрусовый микс апельсина и лайма с горчинкой грейпфрута,#FFA500,FALSE
1,Sour Tropic,MustHave,Натуральный тропический коктейль с выразительной кислинкой,#FFC107,FALSE
1,Sour Berries,MustHave,Яркий микс кислых лесных ягод,#C2185B,FALSE
1,Sour Apple,MustHave,Свежие кислые зелёные яблоки с яркой кислинкой,#8BC34A,FALSE
1,Yolka,MustHave,"Чистая хвоя, аромат мокрой ели после дождя",#8BC34A,FALSE
1,Cherry Juice,MustHave,Сладкий вишнёвый сок с лёгкой терпкостью косточки,#8B1E3F,FALSE
1,Lemon Tonic,MustHave,Газированный лимонный тоник с горчинкой биттера,#FFF176,FALSE
1,Passion Plum,MustHave,Спокойный фруктовый микс маракуйи и кислой сливы,#FF9800,FALSE
1,Garnet Grape,MustHave,Кисло-сладкий южный гранат и сочный виноград,#C62828,FALSE
1,Tipsy,MustHave,"Ликёрный коктейль: сладкий ликёр, арбузный сок, сливки и ягодный топпинг",#66BB6A,FALSE
1,Violet,MustHave,"Экзотический сливочный шейк с черникой, дыней и пряностями",#6A1B9A,FALSE
1,Pearl Pool,MustHave,Нежный воздушный мусс из тропических фруктов с кисло-сладкой нотой моринги,#FFC107,FALSE
1,Cheesecake,MustHave,Песочное тесто с лёгкой ореховой нотой и бархатистой творожно-ванильной начинкой с лимонной кислинкой,#F5E6CC,FALSE
1,After 8,BlackBurn,Шоколадно-мятные конфеты в стиле After Eight: мягкий шоколад и свежая мята с длительным послевкусием,#4E342E,FALSE
1,Almond Icecream,BlackBurn,Сливочное мороженое с миндальным орехом: мягкий сливочный вкус и лёгкая ореховая горчинка,#6A1B9A,FALSE
1,Asian Lychee,BlackBurn,Сладкий сочный личи с лёгкой вяжущей нотой и цветочным оттенком,#F8BBD0,FALSE
1,Black Honey,BlackBurn,"Плотный цветочный мёд, медово-карамельный вкус без яркой кислоты",#FFCA28,FALSE
1,Brownie,BlackBurn,"Десертный вкус шоколадного брауни: какао, бисквит и немного ванили",#4E342E,FALSE
1,Cane Mint,BlackBurn,"Яркая тростниковая мята: свежая, чуть сладкая, без агрессивной горечи",#4DD0E1,FALSE
1,Cherry Garden,BlackBurn,Спелая тёмная вишня / черешневый сок с лёгкой терпкостью и натуральной сладостью,#8B1E3F,FALSE
1,Famous Apple,BlackBurn,Ледяное яблоко: сочное зелёное яблоко с выраженным холодком,#8BC34A,FALSE
1,Garnet,BlackBurn,"Насыщенный гранат: сладко-кислый, с характерной терпкостью косточек",#C62828,FALSE
1,Green Tea,BlackBurn,"Крепкий ароматный зелёный чай, травянистый, чуть терпкий",#8D6E63,FALSE
1,Haribon,BlackBurn,Сладкие желейные мармеладки со вкусом колы,#8BC34A,FALSE
1,Irish Cream,BlackBurn,"Сливочный ликёр Irish Cream: сливки, ваниль и мягкая алкогольная нотка",#6A1B9A,FALSE
1,Lemon Sweets,BlackBurn,Лимонные сахарные дольки: сладкий лимонный леденец с лёгкой кислинкой,#FFE066,FALSE
1,Melon Halls,BlackBurn,Дыня с ментоловым холодком в стиле леденцов,#DCE775,FALSE
1,Peach Killer,BlackBurn,"Бархатистый спелый персик, сочный и сладкий без конфетной химозы",#FFCC80,FALSE
1,Pinacolada,BlackBurn,"Коктейль Пина Колада: ананас, кокос и сливочная основа",#3E2723,FALSE
1,Pineapple,BlackBurn,"Свежий ананас: сочный, тропический, с лёгкой кислинкой",#FFD54F,FALSE
1,Pistachio Ice Cream,BlackBurn,Фисташковое мороженое: сливочная база с явными фисташковыми нотами,#FFF8E1,FALSE
1,Raspberries,BlackBurn,Спелая малина с лёгкой кислинкой и вареньевым оттенком,#E53935,FALSE
1,Real P.F.,BlackBurn,"Реальная маракуйя: ярко-кислая, экзотическая, с лёгкой сладостью",#FF9800,FALSE
1,Red Orange,BlackBurn,Красный апельсин: сочный цитрус с выраженной кислинкой и лёгкой горчинкой,#FFA500,FALSE
1,Rising Star,BlackBurn,"Дуэт манго и маракуйи: сладкое манго и кислая маракуйя, яркий тропический микс",#FFC107,FALSE
1,Something Berry,BlackBurn,"Микс лесных и садовых ягод: сладко-кислый, без доминирующей ягоды",#C2185B,FALSE
1,Something Fresh,BlackBurn,Лимонад «Дюшес»: грушевый лимонад с газировочной нотой и лёгким освежающим акцентом,#FFE066,FALSE
1,Something Icy,BlackBurn,"Мощный холодок без ярко выраженного вкуса, чистый лёд для миксов",#8BC34A,FALSE
1,Something Sweet,BlackBurn,Очень сладкое варенье из фейхоа с лёгкими пряными нотами,#4CAF50,FALSE
1,Something Tropical,BlackBurn,"Тропический микс: ананас, манго и прочие фрукты, сладко-кислый",#FFD54F,FALSE
1,Strawberry Jam,BlackBurn,"Клубничный джем: варенье, сладкий десертный профиль",#8BC34A,FALSE
1,Sou-Sep,BlackBurn,Тархун с саусепом: травянистая сладость тархуна и лёгкая экзотическая кислинка,#66BB6A,FALSE
1,Sundaysun,BlackBurn,"Цитрусовый микс из апельсина, лимона и грейпфрута, освежающе-кислый",#FFA500,FALSE
1,Yellow Melon,BlackBurn,"Медовая дыня: мягкая сладость без холодка, максимально «медовая»",#DCE775,FALSE
1,Strawberry Coconut,BlackBurn,"Клубника, кокос и освежающая эвкалиптовая прохлада",#FF4F79,FALSE
1,Crème Brûlée,BlackBurn,Десерт крем-брюле: сливочный крем с карамелизированной сахарной корочкой,#6A1B9A,FALSE
1,Malibu,BlackBurn,"Сливочно-коктейльный вкус в стиле Malibu: кокос, сливки и клубнично-ягодный оттенок",#6A1B9A,FALSE
1,Ekzo Mango,BlackBurn,"Сочное спелое манго, очень яркое, без химозных нот",#FFC107,FALSE
1,Berry Lemonade,BlackBurn,Ягодный лимонад: смесь сладких ягод с лимонной кислинкой и лёгким холодком,#C2185B,FALSE
1,Cheesecake,BlackBurn,"Классический чизкейк: сливочный сыр, песочный корж и лёгкая ваниль",#6A1B9A,FALSE
1,Tik Tak,BlackBurn,Мятные конфетки Tic Tac: освежающая мята с сахарной сладостью,#4DD0E1,FALSE
1,Tropic Jack,BlackBurn,"Джекфрут: сладкий тропический вкус, напоминающий смесь ананаса и жвачки",#FFD54F,FALSE
1,Blackberry Lemonade,BlackBurn,Лимонад с ежевикой: сладкая ежевика и лёгкая лимонная кислинка,#FFE066,FALSE
1,Summer Basket,BlackBurn,Ягодная корзинка: густой кисло-сладкий ягодный кисель / компот,#C2185B,FALSE
1,Juicy Smoothie,BlackBurn,"Тропический смузи из нескольких фруктов, плотный и сладкий",#FFC107,FALSE
1,Etalon Melon,BlackBurn,"Очень ароматная медовая дыня, ближе к свежей, не приторной",#DCE775,FALSE
1,Muesli,BlackBurn,"Фруктовые мюсли: злаки, сухофрукты и лёгкая сливочность",#6A1B9A,FALSE
1,Mirinda,BlackBurn,Яркая газировка Mirinda: сладкий апельсин с пузырьковой нотой,#FFF176,FALSE
1,Watermelon,BlackBurn,"Сладкий арбуз: спелая мякоть без корки, сочный и лёгкий",#66BB6A,FALSE
1,Epic Yogurt,BlackBurn,Черничный йогурт: сливочная база и сладкая черника,#FFF3E0,FALSE
1,Basilic,BlackBurn,"Свежий базилик: травянистый, чуть перечный и сладковатый",#2E7D32,FALSE
1,Elka,BlackBurn,"Хвоя и еловая смола с эвкалиптом, ассоциация с зимним лесом",#26A69A,FALSE
1,Pear Lemonade,BlackBurn,Грушевый лимонад в стиле «Дюшес»: сладкая груша и газировочная нота,#C9E265,FALSE
1,Siberian Soda,BlackBurn,"Советский лимонад «Байкал»: травянистый, коловый, с цитрусовой ноткой",#FFE066,FALSE
1,Peachberry,BlackBurn,Персик и земляника: сладко-ягодный профиль с мягким персиком,#FFCC80,FALSE
1,Nutella,BlackBurn,"Шоколадно-ореховая паста: какао, лесной орех и сливочная сладость",#4E342E,FALSE
1,It’s not Black Currant,BlackBurn,Красная смородина: яркая кислота с лёгкой сладостью,#2E1A47,FALSE
1,Apple Shock,BlackBurn,"Кислое зелёное яблоко: сочное, освежающее, с яркой кислотой",#8BC34A,FALSE
1,Barberry Shock,BlackBurn,"Конфетный ультракислый барбарис, классические леденцы",#C62828,FALSE
1,Cranberry Shock,BlackBurn,"Кислая клюква: терпкая, освежающая, с лёгкой горчинкой",#B71C1C,FALSE
1,Currant Shock,BlackBurn,"Кислая смородина: плотная ягода, яркая кислота и насыщенный аромат",#2E1A47,FALSE
1,Lemon Shock,BlackBurn,"Ультракислый лимон, максимально яркая цитрусовая кислота",#FFE066,FALSE
1,Pineapple Shock,BlackBurn,Бодрящий кислый ананас с яркой тропической кислинкой,#FFD54F,FALSE
1,Elderberry Shock,BlackBurn,"Кислая бузина: терпкий, немного винный ягодный вкус",#C2185B,FALSE
1,Raspberry Shock,BlackBurn,"Очень кислая малина, яркая и сочная",#E53935,FALSE
1,Cherry Shock,BlackBurn,Кислая вишня: насыщенный вишнёвый сок с выраженной кислотой,#8B1E3F,FALSE
1,Gooseberry Shock,BlackBurn,"Кислый зелёный крыжовник: свежий, травянисто-ягодный профиль",#C2185B,FALSE
1,Lime Shock,BlackBurn,"Кислый мексиканский лайм, сочный и очень освежающий",#C7F000,FALSE
